reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app_id
78bc14dc-2315-44c6-aba7-3c108d59d0cd,Kimberly Anderson,https://play-lh.googleusercontent.com/a-/ALV-UjUQcPfZfgAldPBL8r87vkepWaJAQ_54_eWLljes-NaeQ9Q,"Some stuff takes a while to get, but all and all it's a great app. I enjoy getting stuff in the mail and I like to look good too. This app as well as a couple others keep my mailbox full and always something new to try and wear. One thing to watch is that the prices are low but you may have a high shipping price. This usually helps in the long run. You aren't charged tax for shipping. Prices are still lower than local stores and have prices close to shein and temu.",4,235,8.81.8,2023-10-06 19:23:32,,,8.81.8,com.alibaba.aliexpresshd
a956a88d-637f-4bf0-96e6-6f9be6be5333,Star,https://play-lh.googleusercontent.com/a/ACg8ocIM9ptTtMvc7uLjK9AU3KH-F7HDtmAfz9BEx-pappVx=mo,"Their cancel account feature is just for show. Tried everything I could, but they just make you jump through hoops only to make the cancel button in the finalization page unavailable. Had to make a whole new email so I wouldn't have to see their ads on my main email. Also if you tried to disable the feature that gives you email ads it gives you the same problem as the account cancelation where they'll straight up not let you.",2,163,8.79.4,2023-09-09 04:15:35,,,8.79.4,com.alibaba.aliexpresshd
27a47159-8f5b-4d57-a277-63782e8b5dda,Luis Martinez,https://play-lh.googleusercontent.com/a-/ALV-UjW5_RiW8RF8fy9bEY1aFF155sMv1Kw8dEdqZb68-unGvYQ,"The application is very deceptive. Platformance designed for people looking to scam you. Be aware of what you're adding to your cart because while an item may look like like a good deal you need to watch for bait and switch items. It might not be what you think. Always check your shipping. There are shops that like to sell items for $100 with $2,000 in shipping. Be aware most electronics you get will either be counterfeit or not work. AliExpress as a whole doesn't care. They enable it all.",1,90,8.80.1,2023-09-23 22:34:51,,,8.80.1,com.alibaba.aliexpresshd
92dedb78-d063-4eb4-8e3b-acc46fdd1d08,Graham McKain,https://play-lh.googleusercontent.com/a/ACg8ocIH0wjfUGlkVrqQtst8wjg2Tpfoex4SuVZLtMgWYLBh=mo,"Love the low prices but the app is annoying. The advertisements that pop up on my phone even when I'm not using the app are aweful. Makes it seem like my phone has a virus. Also, I find it VERY annoying that you can not access anything from the home page and you have to click through the ""choice"" items before you can see your cart or account information. Bleh! Sucks!",2,1002,8.76.4,2023-07-17 15:08:29,,,8.76.4,com.alibaba.aliexpresshd
3037d034-b068-4652-9525-d380a8237b02,SpEd,https://play-lh.googleusercontent.com/a-/ALV-UjVdf4RhMiPUvx3EPsBfX7_52EHYuLIIyPamkVx0q19GWJI,"Overall, the app itself is ok. A little confusing to navigate at first if you don't know where to look for certain things, such as your recent purchases (on bottom row, ""account"", then near the top ""view all"". I'm still unsure about how to obtain and redeem coupons, coins, and other bonuses. Refunds and returns are easy enough, although depending on the item, a return isn't always required to obtain a refund. 08/23/2023 unable to update app. No details given, just won't update.",5,1068,8.78.4,2023-08-23 22:41:57,,,8.78.4,com.alibaba.aliexpresshd
5f45febd-055b-4d93-ba3a-7e6115f39d84,Xeng Vang,https://play-lh.googleusercontent.com/a-/ALV-UjXnay7lTlUDNTpWvV9T5cdjeUtwi6XsKbkJknbJb0WTd2kv,"I'm starting to get the pop up ad or screen page glitch every few seconds. It looks exactly like the one that has the orange button, once tap on the screenandgoes to the login screen with different login apps. It's starting to get really annoying when trying to read the descriptions and browsing through the products. Please fix this annoying pop up error glitch. It does make me frustrated and don't feel like getting on AliExpress app.",1,110,8.76.4,2023-07-30 03:28:00,,,8.76.4,com.alibaba.aliexpresshd
7455f62a-cea6-4361-839e-5cff0387b248,sam weiss,https://play-lh.googleusercontent.com/a/ACg8ocLiCDoIh1uTRNpbLWQEYWWSsy5prCCkY2XqNCwHdqdp=mo,"If you're able to spend the time to research and compare products to one another, you can clearly see the killer deals on things that'd you would normally pay 2-3 times more for on other shopping apps! I've ordered about ~20 items give or take. Items ranging between $0.99-to-$180 and I've never had any bad or questionable experiences, and the things that I ordered more often than not arrived being much high quality than I was expecting by looking at the photos on the site. I'd recommend!!",5,899,8.78.4,2023-08-24 04:32:36,,,8.78.4,com.alibaba.aliexpresshd
c1b6149d-bf8d-42ed-9bc8-a08bf87ed436,Nate Mandel,https://play-lh.googleusercontent.com/a-/ALV-UjXOivZR0DDhGWIDxIQBekUwoLduu6H5ZxQzzviPKkkJp_U,"Tried to return a pair of shoes that were too small and AliExpress refused to provide a return label or refund. I even re-purchased the new size and paid for it in full. But they didn't care to do right by me on the original pair - despite the fact that I spent over $1,000 USD in the last month... Unfortunately, I'll be ordering a lot less from them moving forward. If they want to grow, they should learn from Amazon. Oh, and their app and algorithm needs drastic improvement",1,624,8.74.3,2023-06-28 16:07:03,,,8.74.3,com.alibaba.aliexpresshd
0ca13dee-6331-4941-a30a-40110388054d,Tee Frasier,https://play-lh.googleusercontent.com/a-/ALV-UjW-dNd-vg9SjPI2S8IQrgXkOJpBvcFuRXfcNiDFkUC2HQ,Love the products on this app. Buy from here all the time. But the problem is with the site itself. It is so frustrating and annoying. Half the time it freezes up and won't work and the other half of the time it refreshes or goes all way back to home page when you hit go back button. I really wish they would fix this. Cuz when you hit back button you lose your place and it sends you all the way back to home page and refreshes. I hate it. Please fix this.,3,440,8.75.4,2023-07-07 18:46:16,,,8.75.4,com.alibaba.aliexpresshd
ab2a7c9e-ebc6-4098-80b0-2611bb002802,Amber Matroni,https://play-lh.googleusercontent.com/a-/ALV-UjV8z1daCZIf0EA9BC0pUuT8DYq9mW5SCF-cexXiirV67g,"So far, I've had no bad experience with Ali Express... in fact, I kinda love this app very much! Checking out can be kind of confusing, though. Just make sure you thoroughly read the description and do research before purchasing. Otherwise, you can't help but enjoy browsing. I end up with a cart load every time. **Don't forget to use store coupons when available!**",4,841,8.78.4,2023-08-19 04:44:24,,,8.78.4,com.alibaba.aliexpresshd
9c23ee98-8603-4882-a455-bd816bd889fc,Shane Blanchard,https://play-lh.googleusercontent.com/a-/ALV-UjV1IvTC5OIGkidTlWC8TQMCVYXl0OmyczAM2hDWzZNIyGs,"It is very invasive. Relentless texts and emails, and ads displaying my purchases with no regard for privacy. ""Add to cart"" can be sketchy. Funny. If you click ""Buy it now"", THAT works just fine! There are also some weird restrictions on what can ship to the U.S. One product may ship just fine, yet an identical one won't ship to the US. I'm still trying to figure that out. WATCH SHIPPING COSTS VERY CAREFULLY! Sneaky ones lurk out there. $20 for a Walmart camping cart and $480 shipping?!",3,129,8.78.4,2023-09-06 03:04:16,,,8.78.4,com.alibaba.aliexpresshd
42d53b66-1a6a-4b9f-85f5-025c2509ce1b,phil ellis,https://play-lh.googleusercontent.com/a-/ALV-UjWZGWH40zs0m9Y-q0yCdoGLqn5rJrO2MEEgm9o-CapWyks,"I shop quite a bit with the AliExpress app. It takes a learning curve to understand how to find specific items, but once you learn, it becomes easy. I know they serve a LOT of languages, and translation from Chinese dilects to English is difficult. I do wish they would invest more resources on this issue, but it is not a show-stopper. Overall. I do applaud them for a really good app and great product selection. I enjoy using the app, and I like doing business with AliExpress.",5,444,8.76.4,2023-07-15 05:37:19,,,8.76.4,com.alibaba.aliexpresshd
b6bd24bb-5a4a-4f72-ae91-09c1107fc8c9,El Henry,https://play-lh.googleusercontent.com/a-/ALV-UjVY1m9iT0bC5wGx0rKOODrHHkI9fzIj-A5hRYHZlDRDhsk,"The worst customer service! Ph numbers don't work, 24/customer service is a joke, and after the transaction, I only received a payment confirmation from PayPal, but none from Aliexpress, not even a tracking update. I'll stick with TEMU. You can call them anytime, refunds are super easy, and most of the time, you can request it to be just put back in the TEMU credit, which takes 3 minutes. Many times, it's not worth it to TEMU to return the item, so you keep or throw it away. EASY!!",1,274,8.75.4,2023-07-04 04:17:43,,,8.75.4,com.alibaba.aliexpresshd
696c4fe8-b0a2-4581-882e-15dee6c1d27f,A A,https://play-lh.googleusercontent.com/a-/ALV-UjWrTgePBY9Q-SIOhk75W2Fd1MMcaUYEOYgQcYI23Nltgs8,"I've used it a lot now. Unfortunately with times like they are, it's become more my go to than amazon. If you save the image of a product you saw on amazon and look for it in the search on aliexpress you will probably find it and it will be much cheaper. In the case of a desk chair, it's hundreds cheaper. Also I ordered some hand painted wallpaper from aliexpress for about 1k and it did arrive and it was exactly what they advertised. Honestly most of the products on other apps can be found there",5,124,8.78.4,2023-08-30 16:34:11,,,8.78.4,com.alibaba.aliexpresshd
815da528-1e93-4b55-a776-077a41a14f26,iRonlMoNKleY,https://play-lh.googleusercontent.com/a-/ALV-UjV_v52zoSKn6bCMHdw_UQHUyYP0B9GFu3seswV1pzcvmys,"The app gets better over time. It's really easy to order and keeo track of orders within the app. Cons: - Searches should be exact in this day in age. Results are very very inaccurate. If you have the words in the wrong order, your results are completely different. This leads me to believe it's intentional. Either that, or it's poor programming. Please have an accurate search feature!!! - I cannot ask a question to a seller. I have tried in every version and it gives me an error.",3,141,8.83.4,2023-11-16 03:26:24,,,8.83.4,com.alibaba.aliexpresshd
eaa210c5-8e96-4829-ae73-cc94eccadcb1,John Blois,https://play-lh.googleusercontent.com/a-/ALV-UjV6JBEcl_R89NtVwMDixdHeIXALFWDlDU-6E2lMU8MYKMo,"I had not dealt with them before, so I really liked the prices! They are for 95% of the time, definitely the best prices, and I've had nothing but extremely great experiences with them! I highly recommend to anyone that if you are looking for a really good quality, performance, or durable item,this is definitely where to go!! Not only are the prices amazing! But they litterly have everything imaginable!! If you haven't shopped here, than you are really missing out!! My recommendation, 100%!!",5,72,8.83.4,2023-11-16 16:14:55,,,8.83.4,com.alibaba.aliexpresshd
12fb00bd-2270-42a3-9f92-77ba5ca0825c,Alana Gligora,https://play-lh.googleusercontent.com/a-/ALV-UjWfKa2mzyYMUSACMovJYW1mQwCUQH1YKMY5zneJ6VdNJw,"It is very good, but has some serious downsides. Seems that most sellers publish not their own item photos, and so you can receive something that looks entirely different. Usually you can get refunds, but not always, and that is seriously bad. The color shades are wrong almost always, and it's just frustrating. Another big downside is all the plastic of deliveries. Yet overall a real important app, offering such a huge variety.",4,807,8.79.4,2023-09-08 21:31:57,,,8.79.4,com.alibaba.aliexpresshd
a09f84aa-346a-42cb-b43d-8a463d2bba00,Fahad Sabir,https://play-lh.googleusercontent.com/a-/ALV-UjW0QyRASLApm0f0amdrHKeEW41H16OLJAmxac3FtuCX1DA,"I've been using this app since last 10 years, and overall, it's been a decent experience. The prices are competitive, and I've successfully ordered multiple products through it. However, I must mention that the delivery times seem longer compared to other international e-commerce platforms I've used. It would be great if they could enhance delivery speed and tracking reliability.",4,521,8.81.8,2023-10-09 06:57:28,,,8.81.8,com.alibaba.aliexpresshd
d65d0238-1f1a-49f9-ba72-9eaa4f47ae97,Akayla Vaccianna,https://play-lh.googleusercontent.com/a-/ALV-UjXNmk_56a9YbX5xOma5Yx6EV7hJYkEO5sVPq08I76YGXrk,"Not liking the new cart update, it's confusing to see the stuff I just added to my cart down at the bottom as if they were added weeks ago. I can't keep my stuff organized or pick through them without going through the entire list. Please bring back chronological order for the cart. They seem to be organized by who it's shipped by now and that's nice and all but it makes organization confusing. Go back to organizing by seller and when it was added it cart.",1,4,8.83.4,2023-11-17 06:04:38,,,8.83.4,com.alibaba.aliexpresshd
9bb3f8d4-f908-400c-8a6d-4db0e1cf08b1,Percy Rutherford,https://play-lh.googleusercontent.com/a-/ALV-UjU2zjo5TWG-Ih5KmQQX9dZ3e0mN5CEHaTAbUxlFcw4mlHo,"Search function has been modified to show dozens of completely unrelated items after the first dozen or so results, making it borderline useless. Finding specific items is now harder when I have to sift through 75% unrelated ads, causing me to close the app and find what I'm looking for on eBay. Users will tolerate a bit of advertising but not at this reduction of function. I like the shops I can find via AliExpress but I'll be taking a break until this is fixed.",1,86,8.83.4,2023-11-03 07:07:43,,,8.83.4,com.alibaba.aliexpresshd
4723c1b0-c336-44f3-a8e4-390fbf21e159,Matheus Barros,https://play-lh.googleusercontent.com/a-/ALV-UjVeVlyeX7HmmFR39NPHJnB2_ZDjDQHxlpEBD1XBDtCJ7z_R,"the navigation is not good, sometimes is difficult to navigate between pages, and always you lost where you were previously. there are many products that are showing with a lower price but when you open the product page is another item, the item shown in the photo is more expensive. there are some issues with refund, im having an issue with a seller that are trying to use the bugs from the plataform to get money from me, ive contacted twice the chat but they didn't tried to solve.",2,71,8.83.4,2023-11-16 08:26:52,,,8.83.4,com.alibaba.aliexpresshd
ed2e01e4-9fc6-436e-a15c-7756bacd7438,Aaron Stanley,https://play-lh.googleusercontent.com/a-/ALV-UjVHA3JgQErvYyrTNT9U6VI6lL7bdJLf8rhCQ0F6HmgiyQ,When to buy some stuff during the last hours of the 11.11 event (sale). It was advertising for every 25$ get 5$ back up to 20$ I bought 100$ worth of items but they only gave me 5$ off. Cancel half the order to rebuy it to get the discount the funds never showed up in my coupons even though it said it would be processed in seconds. Went to check out with the items and it didn't apply any discount. I think the app just swallowed 50$.,1,7,8.83.4,2023-11-18 16:42:40,,,8.83.4,com.alibaba.aliexpresshd
0f3dbf81-f54d-43df-9a36-62b53181bca6,Kym Crossman,https://play-lh.googleusercontent.com/a/ACg8ocJ16nKMS7FajZHMGix3aUIpz7LMk1ZA4Crnp9yqBpQb=mo,"Product selection is confusing. I tried for a few months, but found tracking was inaccurate and terrible. A number of items took 2 months to Aust. 2 never arrived. Customer service both from Aliexpress and many sellers is terrible. God help u if u have an issue. One item sent on 24th Dec tracked upto the 28th as still on China. 6 weeks I asked for refund andwer No. They rechecked Tracking and found it was last tracked to Russia and they simply said it was still on its way to Australia.",1,40,8.83.4,2023-11-04 14:03:16,,,8.83.4,com.alibaba.aliexpresshd
f4821ea6-1747-49cf-9a91-b55053b88a1d,Nawraa,https://play-lh.googleusercontent.com/a-/ALV-UjWyXGdLm3OSgsvb16TPARP-5ocsT2Z6nG1oiPlfip24OQ,"The last update is worse than the previous version. I used to experience some glitches in the language, as it switches every now and then, & I hoped it'd be solved by the new update. However, it's only gotten worse for now I have to switch it back and forth manually. Yes, I live in an Arabic speaking country, but I want the app's UI language to be English for better UX, because of the bad En>Ar translation. Also, whenever I click on a SUPER deals item it takes me to a webpage! Solve this please!",3,23,8.80.1,2023-09-16 08:14:51,,,8.80.1,com.alibaba.aliexpresshd
fe2dcf68-9a87-435d-8498-f1c5de1bd494,Daniel Henry,https://play-lh.googleusercontent.com/a-/ALV-UjWbsboiwCjW09lqhO9L6wrGva9qKuDnKI_QZHCG1dagfBg,"Some merchants takes forever to send out stuff, when you want to cancel its impossible. Then when there is an issue with the delivery, AliExpress just denies it, you can make a complaint but nothing comes out of it. And its almost impossible to get any refund out of it. So you are welcome for the donation for a useless ""support"" system.",2,20,8.83.4,2023-11-11 07:33:25,,,8.83.4,com.alibaba.aliexpresshd
e7bf848e-8c8e-4996-8a8b-095ff259fbe2,Gideon Tugbiyele,https://play-lh.googleusercontent.com/a-/ALV-UjXQDRFjrkXwY_Y1nk0llSnMLnJsRVzN_duziW-8Ft2l_Q,"It's nice and the user interface is quite neat, but I wanna make a suggestion. The coins that we get are only used for discounts obviously. But I was just thinking if you can make the coins earning a challenge and ppl can actually buy stuffs with the coin. This is my first time using AliExpress. This is just a suggestion and it's left to your team to decide. Thanks..........",3,15,8.83.4,2023-11-14 15:30:52,,,8.83.4,com.alibaba.aliexpresshd
c7e411d8-7a36-454f-88c8-53c963ff0e27,brentmcgillis,https://play-lh.googleusercontent.com/a-/ALV-UjW7QQFiNNuqbIL-0wbb3rfo8R5HfKvpS_FCW82sMn0i3a0,"I have noticed over the last two three years at the AliExpress app has continued to evolve and improve. The app responds quicker and I find it very quick to shop for items on AliExpress, without a doubt the shipping times are not just accurate, but I would say 60-70% of the time my packages will arrive BEFORE the ETA! Quicker many times than Amazon. E-Bay is a disaster because the shipping methods and address mistakes can double their shipping times. AliExpress continues to impress me every day",5,14,8.83.4,2023-11-14 20:47:06,,,8.83.4,com.alibaba.aliexpresshd
a5d9af2d-0d75-46ed-8a23-5835df073fbb,R V,https://play-lh.googleusercontent.com/a/ACg8ocJysnhPMPftFpKHtA1qeahtOgMDJrttKo1LKXN-IKOr=mo,"This app makes it hard to sort items, and has tiny images of the product you select making it hard to actually know until again clicking elsewhere to see large images in your cart. Needs to be a more responsive design. Prices listed are hardly ever your final cost. Annoying. There is no option to only show you costs with shipping added in. When following ads from emails to the ap the prices are always higher. The rating system is set up to pay people with points so it's totally irrelevant.",2,81,8.80.1,2023-10-04 22:58:00,,,8.80.1,com.alibaba.aliexpresshd
b01d201a-127f-46cd-a9fd-4d1905d68d46,sliat76,https://play-lh.googleusercontent.com/a/ACg8ocJ2kzYYnZ9e7FL3VNTIyOhxQO9-RlsQli_uLfSAabMs=mo,"Watch out for false prices. I placed an order for an item which was a good price. Seller never shipped item. Got my money back. But then notices the price had doubled so they didn't want to sell it to me at the original price. Ordered the same item from someone else and it's happening again. Cheap stuff is fine. Expensive stuff, be careful for gouging.",2,433,8.80.1,2023-09-22 21:26:45,,,8.80.1,com.alibaba.aliexpresshd
1f5dccda-0ae0-4754-93c4-4296af0fd10d,allan haber,https://play-lh.googleusercontent.com/a/ACg8ocJcBSyhroknmCkwe0PHYPSQcPtQ5S7AlaEAKghbVD4L=mo,"I have no issue with it. The problem is with vendors claiming to be located in and shipping from the U.S. I have ordered the same item from two different ""vendors"" claiming to be located in the U.S. and able to expedite my shipment via FedEx. They charge my credit card and never ship the order. They don't say anything or string me along until the shipping deadline expires and the order automatically cancels. Getting a refund is a nightmare. Don't trust them. Vendors are in China and reply late",1,47,8.83.4,2023-11-08 23:47:46,,,8.83.4,com.alibaba.aliexpresshd
258c6c89-eb7c-405f-9a40-74c43266a140,Niko Salgado,https://play-lh.googleusercontent.com/a-/ALV-UjW_5xNvb6H95wQ8igVik2dNZ6vn_mDTNJs7XQEriCFQ4kP_,"So far, this app has a dysfunctional interface. To try to get to review an item takes multiple steps and to go back to your profile after requires navigating forward, not backward, which is unusual. It's easier to use on my PC. It gets confusing lumping parts and sets of products together as 1 listing. I thought I was ordering a set, because the price was lower, when in fact they are individual parts. I have not gotten the promotional price of anything yet for being a first time user.Deceiving",1,98,8.83.4,2023-11-05 03:38:24,,,8.83.4,com.alibaba.aliexpresshd
dcc2d923-8a0c-4b16-906d-258e012c98ab,Prince Dire,https://play-lh.googleusercontent.com/a-/ALV-UjWRb3PQ7j10bOJBCyiKEFSrscCTlUr2QQXbkWmtVuv4G8I,"The app is easy to use, placing orders is quick and easy. Except for some sellers putting low prices on items that is not directly related to the picture you to click to find out what exactly is being sold. That is time consuming. ( they will show a picture of a nice camera or watch for a very low price and when take your time to confirm the product only to find they're selling a battery for that camera or watch Then the price change when u click again on the product) USER FRIENDLY APP",5,4,8.83.4,2023-11-06 19:15:55,,,8.83.4,com.alibaba.aliexpresshd
2d6e1425-1c16-491b-b792-a31921d8da1f,Abbie Smethurst,https://play-lh.googleusercontent.com/a-/ALV-UjWs6Sic6vKXnlp5tLMCDqH9ENgtc_N72ukIIYG4QXuagOnA,"I personally really like this app and use it all the time when buying stuff. It has low prices and everything, when buying something though I always check the reviews first just to see because sometimes they might come different than the image so it's always best. I have a lot of coins on the app but they rarely do anything, I would recommend this app to friends and family as I like it a lot. Shipping sometimes takes quite a while but it's always worth it",5,3,8.80.1,2023-11-19 00:45:22,,,8.80.1,com.alibaba.aliexpresshd
6f338caf-2706-46dd-814d-f77a383c97bd,Rylie Grey,https://play-lh.googleusercontent.com/a-/ALV-UjX3nclXryp6yuo_ra3IYmRUi-gwnZpmWNTWO-l-bl9iHWQ,"I've had success with all of my purchases. However, the site itself will inundate you with messages with coupons from sellers you never even looked at. The messages aren't from the sellers themselves, but the site auto sending them. It's incredibly annoying and creates issues with the seller if they piss off their customers. As I said, I've had good experiences with the sellers but be prepared for Aliexpress to send you messages all day. The refund option is convoluted and unnecessary",2,120,8.83.4,2023-11-11 11:38:39,,,8.83.4,com.alibaba.aliexpresshd
855d7f61-8467-4f1c-bde9-c1c02e58685a,Salman Faizal,https://play-lh.googleusercontent.com/a-/ALV-UjWERUAOpNBa3pjZ49mmjz-lF9YyndFIEoni9tt1__H6GA,"Been using this app for about a month now, and made a couple of purchases as well. Nothing much to complain, but I have a small concern; usually a product having different types are displayed with the image of the highest priced type and the cost of the lowest one. I click on these with excitement only to be disappointed with the actual price!",5,1038,8.79.4,2023-09-09 15:37:36,,,8.79.4,com.alibaba.aliexpresshd
